periodo,estu_genero,cole_area_ubicacion,cole_bilingue,cole_naturaleza,cole_jornada,cole_caracter,cole_depto_ubicacion,fami_estratovivienda,fami_educacionmadre,fami_educacionpadre,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,punt_global,punt_matematicas,punt_lectura_critica,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles
20224,M,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CAQUETA,Sin Estrato,Secundaria (Bachillerato) incompleta,Ninguno,3 a 4,No,No,No,Si,186,28,46,35,37,46.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 2,Secundaria (Bachillerato) completa,Ninguno,3 a 4,Si,Si,Si,Si,211,39,43,46,40,44.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 4,No sabe,No sabe,5 a 6,Si,Si,Si,Si,283,56,60,57,54,56.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,CESAR,Estrato 1,Primaria incompleta,Primaria incompleta,7 a 8,No,No,Si,Si,210,42,46,42,38,41.0
20224,M,RURAL,N,OFICIAL,UNICA,TÉCNICO,BOGOTÁ,Estrato 1,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,Si,Si,No,298,60,59,59,61,59.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO,BOYACA,Estrato 2,Educación profesional completa,No sabe,1 a 2,No,Si,Si,Si,270,56,57,59,48,42.0
20224,F,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,HUILA,Estrato 1,Primaria incompleta,Primaria incompleta,7 a 8,Si,No,No,Si,172,34,32,41,29,38.0
20224,F,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 3,Primaria completa,No Aplica,5 a 6,No,Si,Si,Si,283,66,54,58,48,57.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,268,56,54,47,58,51.0
20224,F,URBANO,S,OFICIAL,MAÑANA,ACADÉMICO,PUTUMAYO,Estrato 1,Primaria completa,Primaria completa,1 a 2,No,Si,No,No,232,46,48,45,47,45.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,HUILA,Estrato 1,Educación profesional incompleta,Primaria incompleta,5 a 6,No,No,Si,Si,208,45,40,43,35,53.0
20224,M,RURAL,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,5 a 6,No,No,No,No,266,56,56,45,56,52.0
20224,F,RURAL,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,No,269,50,60,57,50,49.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO,TOLIMA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,269,53,57,45,55,69.0
20224,F,URBANO,N,OFICIAL,COMPLETA,ACADÉMICO,BOYACA,Estrato 4,Primaria incompleta,Secundaria (Bachillerato) completa,1 a 2,No,No,Si,Si,207,39,49,40,41,31.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,ANTIOQUIA,Estrato 2,Educación profesional completa,Primaria completa,7 a 8,No,Si,Si,No,261,53,49,50,56,55.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 2,Primaria completa,Primaria incompleta,5 a 6,No,No,No,No,232,52,51,47,35,49.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 2,Técnica o tecnológica incompleta,No sabe,3 a 4,Si,Si,Si,Si,340,62,73,63,72,75.0
20224,F,RURAL,N,OFICIAL,TARDE,ACADÉMICO,CORDOBA,Estrato 1,Secundaria (Bachillerato) completa,Primaria incompleta,5 a 6,No,No,No,No,197,42,43,38,37,32.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Técnica o tecnológica incompleta,Técnica o tecnológica completa,3 a 4,No,No,Si,Si,260,46,60,47,50,66.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,NORTE SANTANDER,Estrato 2,Primaria incompleta,Primaria incompleta,5 a 6,No,Si,Si,Si,173,33,35,42,28,37.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CHOCO,Estrato 1,Primaria incompleta,Ninguno,9 o más,No,No,No,No,218,47,51,35,44,36.0
20224,F,RURAL,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 2,Ninguno,Ninguno,3 a 4,Si,No,Si,Si,186,34,39,44,33,33.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 1,Primaria incompleta,Primaria incompleta,5 a 6,Si,No,No,No,202,39,39,44,41,35.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOYACA,Estrato 3,Primaria incompleta,Primaria incompleta,3 a 4,No,No,Si,Si,230,45,47,49,47,34.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,LA GUAJIRA,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,Si,No,Si,289,56,68,52,56,56.0
20224,M,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,Si,No,290,58,61,57,58,51.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 2,Primaria incompleta,Ninguno,5 a 6,No,No,No,Si,210,49,46,43,32,35.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOYACA,Estrato 3,Educación profesional completa,Secundaria (Bachillerato) completa,1 a 2,Si,No,Si,Si,307,61,58,69,56,65.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria incompleta,Primaria completa,5 a 6,No,No,No,No,182,36,39,35,35,39.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,NORTE SANTANDER,Estrato 6,Educación profesional completa,No sabe,3 a 4,Si,Si,Si,Si,350,79,66,70,64,73.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,META,Sin Estrato,Secundaria (Bachillerato) incompleta,Primaria incompleta,3 a 4,No,No,No,No,160,28,32,37,30,36.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 1,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,No,199,40,51,37,26,55.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,Si,No,No,No,241,49,53,44,51,35.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,HUILA,Estrato 1,Primaria incompleta,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,Si,Si,190,39,36,42,36,35.0
20224,F,URBANO,S,NO OFICIAL,COMPLETA,TÉCNICO,VALLE,Sin Estrato,Secundaria (Bachillerato) completa,No Aplica,3 a 4,No,No,Si,Si,224,46,57,45,34,36.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CORDOBA,Estrato 1,Primaria incompleta,Primaria incompleta,5 a 6,No,Si,Si,Si,204,45,43,45,25,56.0
20224,M,RURAL,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Postgrado,Postgrado,3 a 4,Si,Si,Si,Si,325,74,65,55,62,76.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 3,Técnica o tecnológica completa,No sabe,5 a 6,No,No,Si,Si,223,45,45,42,47,42.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 3,Postgrado,Ninguno,5 a 6,No,No,Si,Si,275,58,59,54,53,44.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,TOLIMA,Estrato 2,No sabe,No sabe,3 a 4,No,No,Si,No,185,37,41,33,35,42.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Secundaria (Bachillerato) incompleta,Primaria incompleta,7 a 8,No,Si,Si,Si,216,41,46,47,38,46.0
20224,M,URBANO,N,OFICIAL,TARDE,TÉCNICO,SANTANDER,Estrato 3,No sabe,No sabe,3 a 4,Si,Si,Si,Si,295,55,62,60,56,69.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,BOYACA,Estrato 2,Postgrado,No Aplica,3 a 4,No,No,No,Si,330,69,69,58,65,74.0
20224,F,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 3,Primaria incompleta,Ninguno,3 a 4,No,No,Si,No,169,29,42,33,27,46.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,3 a 4,No,No,No,Si,355,69,70,72,73,72.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ARAUCA,Estrato 2,Primaria completa,Primaria completa,1 a 2,No,No,Si,Si,231,49,51,47,37,49.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,META,Estrato 1,Educación profesional completa,No sabe,3 a 4,Si,Si,Si,Si,177,32,35,37,38,34.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,HUILA,Estrato 2,Educación profesional incompleta,Secundaria (Bachillerato) incompleta,1 a 2,Si,Si,Si,No,237,55,46,45,46,41.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 3,Primaria incompleta,Primaria incompleta,3 a 4,Si,Si,Si,Si,258,57,54,48,48,50.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 4,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,No,Si,Si,198,40,40,39,40,39.0
20224,F,RURAL,N,OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 1,Primaria completa,Primaria completa,3 a 4,Si,Si,Si,Si,189,39,37,41,35,36.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,NORTE SANTANDER,Estrato 1,Técnica o tecnológica completa,Educación profesional completa,3 a 4,No,Si,Si,Si,297,65,62,65,48,52.0
20224,M,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CASANARE,Estrato 3,Primaria incompleta,Primaria incompleta,1 a 2,No,Si,Si,Si,285,64,56,56,55,49.0
20224,M,URBANO,N,OFICIAL,COMPLETA,ACADÉMICO,HUILA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,Si,No,Si,No,263,57,55,51,54,32.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,CASANARE,Sin Estrato,Primaria incompleta,Secundaria (Bachillerato) incompleta,5 a 6,No,No,No,Si,276,61,56,53,52,51.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Primaria incompleta,Secundaria (Bachillerato) completa,5 a 6,No,No,Si,Si,246,47,52,47,51,49.0
20224,F,URBANO,S,NO OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 2,Técnica o tecnológica completa,Técnica o tecnológica completa,3 a 4,No,Si,Si,No,355,71,70,68,75,72.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,META,Estrato 3,Técnica o tecnológica completa,Técnica o tecnológica completa,3 a 4,No,Si,Si,Si,273,53,52,51,63,54.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,VALLE,Estrato 5,Secundaria (Bachillerato) completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,329,69,62,64,67,69.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,3 a 4,No,No,No,No,266,59,55,56,49,34.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 1,Técnica o tecnológica completa,No sabe,3 a 4,No,No,Si,Si,247,44,50,47,56,51.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 2,Primaria completa,Secundaria (Bachillerato) incompleta,1 a 2,No,No,No,No,257,52,62,52,42,44.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Técnica o tecnológica completa,No Aplica,3 a 4,Si,No,Si,Si,247,53,58,41,45,51.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,TOLIMA,Sin Estrato,Primaria completa,Primaria incompleta,3 a 4,No,No,No,Si,219,45,45,43,37,59.0
20224,M,URBANO,N,OFICIAL,TARDE,TÉCNICO,ANTIOQUIA,Estrato 3,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,315,57,71,62,60,69.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 3,Técnica o tecnológica incompleta,No sabe,3 a 4,No,Si,Si,No,185,35,38,34,38,45.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 2,Técnica o tecnológica completa,No sabe,3 a 4,No,No,No,Si,288,57,63,60,53,49.0
20224,F,RURAL,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 4,Ninguno,Ninguno,3 a 4,No,No,No,Si,188,42,51,37,23,31.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,TOLIMA,Estrato 1,Primaria incompleta,Ninguno,3 a 4,Si,No,No,Si,252,56,61,41,45,46.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 3,Educación profesional completa,No sabe,5 a 6,No,No,Si,No,225,45,47,41,45,52.0
20224,M,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,META,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,No,219,42,42,50,44,35.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,MAGDALENA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,230,42,54,43,46,42.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Primaria incompleta,Primaria incompleta,1 a 2,No,Si,Si,Si,268,60,57,51,51,40.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CORDOBA,Estrato 1,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,No,No,Si,275,59,60,57,44,55.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,META,Estrato 2,Secundaria (Bachillerato) incompleta,No sabe,5 a 6,No,Si,Si,No,234,48,46,48,45,48.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 2,Primaria completa,No Aplica,3 a 4,No,Si,Si,No,261,49,55,56,48,55.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria incompleta,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,No,199,37,43,40,41,34.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 6,Técnica o tecnológica incompleta,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,320,63,64,62,63,75.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,Si,Si,Si,292,58,59,58,60,55.0
20224,M,URBANO,N,OFICIAL,SABATINA,ACADÉMICO,ANTIOQUIA,Estrato 3,Ninguno,Ninguno,3 a 4,No,Si,Si,Si,274,56,54,51,63,40.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,SUCRE,Estrato 2,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,No,252,55,54,52,47,31.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,No,No,Si,198,41,45,40,34,35.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,MAGDALENA,Sin Estrato,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,No,175,25,45,33,32,50.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,7 a 8,No,Si,Si,Si,223,46,53,40,39,47.0
20224,F,URBANO,S,OFICIAL,MAÑANA,TÉCNICO,CAQUETA,Estrato 2,Primaria completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,217,38,51,41,41,50.0
20224,M,RURAL,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 4,Postgrado,Primaria completa,3 a 4,Si,Si,Si,Si,169,30,37,35,32,37.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,BOLIVAR,Estrato 3,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,No,No,Si,Si,241,50,57,48,39,44.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,1 a 2,Si,Si,Si,Si,238,49,49,48,43,52.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,No,Si,227,47,51,45,40,42.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,SANTANDER,Estrato 1,Primaria completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,257,55,55,53,42,54.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,RISARALDA,Estrato 2,Primaria incompleta,Primaria completa,3 a 4,No,No,Si,Si,168,30,34,31,38,39.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,META,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,Si,Si,Si,220,53,49,47,29,38.0
20224,M,RURAL,N,OFICIAL,NOCHE,ACADÉMICO,ANTIOQUIA,Estrato 1,Ninguno,Ninguno,7 a 8,No,No,No,No,188,25,41,39,45,38.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,QUINDIO,Estrato 1,Educación profesional completa,No sabe,1 a 2,No,Si,Si,Si,197,36,53,35,33,41.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Técnica o tecnológica completa,No sabe,3 a 4,No,No,Si,Si,293,62,58,61,50,68.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Sin Estrato,No sabe,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,Si,Si,143,29,32,29,22,35.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,HUILA,Estrato 1,No sabe,Primaria incompleta,5 a 6,No,No,No,No,323,55,70,62,70,70.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,BOYACA,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,Si,Si,No,No,277,60,50,58,60,35.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,ATLANTICO,Estrato 1,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,No,215,47,49,42,33,47.0
20224,F,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria completa,Primaria incompleta,7 a 8,No,No,Si,Si,197,35,35,45,42,42.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,1 a 2,No,Si,Si,Si,273,52,55,55,55,58.0
20224,F,URBANO,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,Si,No,Si,287,55,65,53,63,38.0
20224,M,RURAL,N,OFICIAL,UNICA,TÉCNICO,ARAUCA,Estrato 1,Técnica o tecnológica completa,Técnica o tecnológica completa,5 a 6,No,No,No,No,303,65,60,63,55,60.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 1,Ninguno,Primaria incompleta,5 a 6,No,Si,Si,Si,263,53,52,48,57,55.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,NARIÑO,Estrato 1,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,No,248,49,58,51,43,43.0
20224,F,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,VALLE,Estrato 1,Primaria incompleta,Primaria incompleta,1 a 2,No,No,Si,No,204,41,41,42,39,41.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 5,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,194,28,50,37,36,52.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,META,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,Si,255,56,56,50,39,61.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,Si,272,50,55,51,55,73.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 4,Postgrado,No Aplica,3 a 4,Si,Si,Si,Si,251,54,54,43,50,50.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,ANTIOQUIA,Estrato 4,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,206,34,47,36,45,49.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO,NARIÑO,Estrato 2,Primaria completa,Primaria completa,3 a 4,Si,Si,Si,No,270,56,54,54,50,61.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ATLANTICO,Estrato 4,Postgrado,Técnica o tecnológica completa,5 a 6,Si,Si,Si,Si,345,75,69,65,57,100.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,CAUCA,Estrato 1,Primaria incompleta,Primaria completa,5 a 6,No,No,No,No,204,38,40,45,44,29.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CASANARE,Estrato 1,Primaria incompleta,Primaria incompleta,7 a 8,No,No,No,No,195,36,51,34,34,43.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,TOLIMA,Estrato 2,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,No,239,54,48,47,46,36.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 3,No sabe,No sabe,5 a 6,No,Si,Si,Si,316,69,61,59,63,66.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CESAR,Estrato 3,Educación profesional completa,Educación profesional completa,1 a 2,No,Si,Si,No,382,79,79,70,75,84.0
20224,F,RURAL,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria incompleta,No sabe,5 a 6,Si,No,Si,Si,188,44,40,39,28,35.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,5 a 6,No,Si,Si,Si,227,60,48,45,31,39.0
20224,M,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,TOLIMA,Estrato 2,Secundaria (Bachillerato) incompleta,Primaria completa,3 a 4,No,No,No,No,245,39,55,40,62,50.0
20224,F,URBANO,N,NO OFICIAL,SABATINA,ACADÉMICO,HUILA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,Si,No,Si,Si,224,44,56,40,38,49.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Estrato 4,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,294,51,59,63,56,77.0
20224,M,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,HUILA,Estrato 2,Primaria completa,No sabe,5 a 6,No,No,Si,Si,228,51,31,52,45,55.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 2,Postgrado,Postgrado,3 a 4,No,Si,Si,Si,297,64,53,61,60,57.0
20224,F,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,Si,263,47,54,53,55,57.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CAQUETA,Estrato 1,Primaria completa,Primaria completa,3 a 4,No,No,No,No,255,46,54,53,51,50.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,NARIÑO,Estrato 1,Secundaria (Bachillerato) completa,No Aplica,7 a 8,Si,Si,Si,No,216,48,42,40,44,40.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,TOLIMA,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,Si,306,56,66,61,64,54.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 3,Primaria incompleta,Primaria incompleta,3 a 4,No,No,Si,No,191,40,41,40,34,32.0
20224,F,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,LA GUAJIRA,Sin Estrato,Ninguno,Ninguno,5 a 6,No,No,No,No,202,47,40,44,32,37.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 3,Ninguno,Ninguno,3 a 4,Si,Si,Si,Si,169,35,27,39,34,34.0
20224,M,RURAL,N,OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,7 a 8,No,Si,Si,No,220,48,52,43,36,36.0
20224,M,URBANO,S,OFICIAL,MAÑANA,ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,No,Si,No,313,62,73,47,64,75.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Educación profesional completa,No sabe,5 a 6,No,Si,Si,Si,226,44,59,39,42,35.0
